Age,Is_Senior,Marital_Status,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Safe_Driver_Discount,Multi_Policy_Discount,Bundling_Discount,Total_Discounts,Source_of_Lead,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Credit_Score,Premium_Adjustment_Credit,Region,Premium_Adjustment_Region,Total_discount_impact,Claim_Ratio
63,1,Single,0,<1 year,100,0,0,0,Liability-Only,-200,2050,0,1,0,50,Online,15,0,9,2,3,99,715,-50,Urban,100,0.024390243902439025,0.0
23,0,Widowed,0,>5 years,0,0,0,0,Full Coverage,0,2200,0,0,0,0,Online,22,1,5,2,1,8,719,-50,Urban,100,0.0,0.0
18,0,Single,0,1-5 years,50,0,1,0,Liability-Only,-200,2000,0,0,0,0,Referral,14,0,6,1,2,99,754,-50,Suburban,50,0.0,0.0
56,1,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2150,1,0,0,50,Online,25,0,6,3,2,99,808,-50,Suburban,50,0.023255813953488372,0.0
18,0,Single,0,<1 year,100,0,0,0,Full Coverage,0,2250,0,1,0,50,Agent,4,0,4,2,1,99,661,50,Rural,0,0.022222222222222223,0.0
36,0,Married,86,<1 year,100,0,0,0,Full Coverage,0,2336,0,0,1,50,Online,14,1,2,3,3,5,712,-50,Urban,100,0.021404109589041095,0.0
86,1,Married,86,<1 year,100,0,0,0,Full Coverage,0,2286,0,1,0,50,Referral,30,1,7,0,3,1,823,-50,Suburban,50,0.021872265966754154,0.0
39,0,Single,0,>5 years,0,0,0,0,Liability-Only,-200,1900,0,0,0,0,Online,24,1,5,2,1,6,705,-50,Rural,0,0.0,0.0
23,0,Married,86,1-5 years,50,0,1,0,Liability-Only,-200,2186,0,0,0,0,Online,3,0,5,2,2,99,669,50,Suburban,50,0.0,0.0
39,0,Married,86,<1 year,100,0,2,0,Full Coverage,0,2486,0,0,0,0,Online,25,1,3,4,3,8,690,50,Urban,100,0.0,0.0
39,0,Single,0,1-5 years,50,0,1,0,Full Coverage,0,2100,1,0,0,50,Online,12,0,5,3,3,99,769,-50,Rural,0,0.023809523809523808,0.0
42,0,Married,86,1-5 years,50,3,0,150,Liability-Only,-200,2236,0,0,0,0,Referral,21,1,4,5,1,7,710,-50,Suburban,50,0.0,0.06708407871198568
49,0,Single,0,<1 year,100,0,0,0,Full Coverage,0,2150,1,0,0,50,Online,6,0,3,0,3,99,742,-50,Rural,0,0.023255813953488372,0.0
24,0,Widowed,0,<1 year,100,1,0,50,Full Coverage,0,2400,0,0,0,0,Agent,30,0,5,3,2,99,615,50,Suburban,50,0.0,0.020833333333333332
65,1,Married,86,<1 year,100,0,0,0,Liability-Only,-200,2136,1,1,0,100,Online,22,0,3,3,3,99,665,50,Suburban,50,0.04681647940074907,0.0
43,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2036,1,1,0,100,Online,17,0,5,1,1,99,714,-50,Urban,100,0.04911591355599214,0.0
50,0,Married,86,<1 year,100,0,2,0,Liability-Only,-200,2286,0,0,0,0,Online,21,1,4,1,3,2,670,50,Urban,100,0.0,0.0
30,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2086,0,0,1,50,Referral,11,0,3,4,3,99,715,-50,Urban,100,0.023969319271332695,0.0
59,1,Married,86,<1 year,100,2,1,200,Liability-Only,-200,2436,0,0,0,0,Online,15,1,6,1,3,3,667,50,Suburban,50,0.0,0.08210180623973727
36,0,Married,86,<1 year,100,1,0,50,Liability-Only,-200,2086,0,1,1,100,Online,14,1,5,1,2,6,742,-50,Suburban,50,0.04793863854266539,0.023969319271332695
44,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2336,0,0,0,0,Online,25,0,4,3,1,99,760,-50,Urban,100,0.0,0.0
26,0,Married,86,<1 year,100,1,2,200,Full Coverage,0,2636,0,0,0,0,Online,14,0,6,4,3,99,700,50,Suburban,50,0.0,0.07587253414264036
25,0,Single,0,<1 year,100,0,1,0,Full Coverage,0,2350,0,0,0,0,Agent,8,0,4,1,2,99,662,50,Suburban,50,0.0,0.0
50,0,Divorced,0,1-5 years,50,0,0,0,Liability-Only,-200,2000,0,1,0,50,Online,25,1,4,1,1,2,773,-50,Urban,100,0.025,0.0
33,0,Single,0,1-5 years,50,0,0,0,Liability-Only,-200,2150,0,0,0,0,Referral,30,1,4,3,1,5,665,50,Urban,100,0.0,0.0
27,0,Single,0,>5 years,0,0,0,0,Full Coverage,0,2100,0,0,0,0,Online,1,1,6,4,1,12,748,-50,Rural,0,0.0,0.0
30,0,Married,86,<1 year,100,2,1,200,Liability-Only,-200,2286,1,0,0,50,Agent,3,0,8,2,1,99,711,-50,Suburban,50,0.021872265966754154,0.08748906386701662
50,0,Single,0,>5 years,0,0,0,0,Full Coverage,0,2100,1,1,0,100,Agent,16,1,6,1,1,12,731,-50,Urban,100,0.047619047619047616,0.0
30,0,Married,86,>5 years,0,2,0,100,Full Coverage,0,2236,0,0,1,50,Agent,18,1,3,3,3,4,793,-50,Rural,0,0.022361359570661897,0.044722719141323794
38,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2286,0,0,0,0,Online,23,0,2,3,2,99,751,-50,Urban,100,0.0,0.0
40,0,Divorced,0,1-5 years,50,0,1,0,Liability-Only,-200,1950,0,0,0,0,Agent,22,1,4,2,1,14,773,-50,Rural,0,0.0,0.0
18,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2136,0,0,1,50,Online,2,1,5,4,1,1,690,50,Suburban,50,0.023408239700374533,0.0
18,0,Married,86,<1 year,100,1,0,50,Full Coverage,0,2386,0,0,0,0,Agent,20,1,4,4,1,8,766,-50,Suburban,50,0.0,0.020955574182732608
45,0,Divorced,0,<1 year,100,1,1,100,Liability-Only,-200,2200,0,0,0,0,Online,24,1,7,2,2,3,727,-50,Urban,100,0.0,0.045454545454545456
28,0,Widowed,0,<1 year,100,0,0,0,Full Coverage,0,2250,0,0,1,50,Online,16,1,7,2,1,3,728,-50,Urban,100,0.022222222222222223,0.0
55,1,Married,86,>5 years,0,0,0,0,Liability-Only,-200,1986,0,0,1,50,Online,6,1,7,2,1,11,759,-50,Suburban,50,0.025176233635448138,0.0
54,0,Married,86,1-5 years,50,0,2,0,Full Coverage,0,2236,1,0,0,50,Agent,20,0,6,3,3,99,737,-50,Suburban,50,0.022361359570661897,0.0
50,0,Single,0,>5 years,0,0,1,0,Liability-Only,-200,1900,1,1,0,100,Online,6,1,6,1,1,8,802,-50,Urban,100,0.05263157894736842,0.0
67,1,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2200,1,0,0,50,Agent,5,0,4,2,2,99,657,50,Rural,0,0.022727272727272728,0.0
38,0,Married,86,>5 years,0,1,1,100,Liability-Only,-200,2136,0,0,0,0,Online,17,0,5,2,3,99,703,-50,Suburban,50,0.0,0.04681647940074907
49,0,Single,0,>5 years,0,0,0,0,Full Coverage,0,2150,0,0,1,50,Online,12,1,4,1,3,7,748,-50,Urban,100,0.023255813953488372,0.0
31,0,Widowed,0,>5 years,0,0,2,0,Liability-Only,-200,1950,0,0,0,0,Referral,29,1,5,0,3,1,785,-50,Suburban,50,0.0,0.0
76,1,Married,86,1-5 years,50,0,2,0,Liability-Only,-200,2236,0,0,0,0,Agent,15,1,7,3,3,1,697,50,Urban,100,0.0,0.0
69,1,Widowed,0,>5 years,0,0,0,0,Full Coverage,0,2200,0,0,0,0,Agent,5,1,1,3,3,13,850,-50,Urban,100,0.0,0.0
40,0,Widowed,0,>5 years,0,0,0,0,Full Coverage,0,2100,1,0,0,50,Online,8,0,6,3,2,99,731,-50,Suburban,50,0.023809523809523808,0.0
45,0,Married,86,1-5 years,50,0,1,0,Full Coverage,0,2386,0,0,0,0,Online,3,1,9,2,2,7,654,50,Suburban,50,0.0,0.0
60,1,Single,0,1-5 years,50,1,0,50,Full Coverage,0,2200,0,0,0,0,Agent,15,0,6,5,3,99,753,-50,Rural,0,0.0,0.022727272727272728
37,0,Married,86,>5 years,0,1,0,50,Full Coverage,0,2236,1,0,0,50,Agent,29,1,4,2,3,9,771,-50,Suburban,50,0.022361359570661897,0.022361359570661897
30,0,Single,0,1-5 years,50,0,0,0,Liability-Only,-200,2100,1,0,0,50,Online,14,1,5,2,3,6,685,50,Urban,100,0.023809523809523808,0.0
53,0,Single,0,>5 years,0,0,0,0,Liability-Only,-200,1950,0,1,0,50,Referral,23,1,4,4,1,9,730,-50,Urban,100,0.02564102564102564,0.0
41,0,Married,86,<1 year,100,0,0,0,Full Coverage,0,2386,0,0,0,0,Online,16,1,5,3,2,6,730,-50,Urban,100,0.0,0.0
42,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2350,0,0,0,0,Online,24,1,3,2,2,1,640,50,Urban,100,0.0,0.0
27,0,Divorced,0,<1 year,100,0,0,0,Full Coverage,0,2400,0,0,0,0,Online,12,1,9,0,3,5,663,50,Urban,100,0.0,0.0
18,0,Married,86,1-5 years,50,2,1,200,Liability-Only,-200,2436,0,0,0,0,Online,6,0,5,4,1,99,658,50,Urban,100,0.0,0.08210180623973727
43,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2186,0,0,0,0,Agent,20,1,7,2,1,6,687,50,Suburban,50,0.0,0.0
53,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2386,0,0,0,0,Agent,26,0,2,2,2,99,610,50,Urban,100,0.0,0.0
36,0,Single,0,<1 year,100,0,0,0,Full Coverage,0,2300,0,1,0,50,Online,27,1,5,2,3,9,678,50,Suburban,50,0.021739130434782608,0.0
61,1,Widowed,0,>5 years,0,1,0,50,Liability-Only,-200,2000,0,1,0,50,Agent,26,0,3,4,2,99,810,-50,Urban,100,0.025,0.025
29,0,Divorced,0,>5 years,0,0,1,0,Full Coverage,0,2250,0,1,0,50,Online,1,1,1,5,2,5,571,50,Urban,100,0.022222222222222223,0.0
24,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2186,0,1,0,50,Agent,10,1,6,1,2,6,616,50,Urban,100,0.022872827081427266,0.0
38,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2250,0,1,0,50,Online,17,0,9,4,2,99,648,50,Suburban,50,0.022222222222222223,0.0
38,0,Married,86,1-5 years,50,1,1,100,Full Coverage,0,2386,0,1,0,50,Online,15,0,5,1,1,99,676,50,Rural,0,0.020955574182732608,0.041911148365465216
51,0,Married,86,1-5 years,50,3,0,150,Full Coverage,0,2436,1,0,0,50,Agent,30,1,4,1,3,9,734,-50,Urban,100,0.020525451559934318,0.06157635467980296
28,0,Married,86,<1 year,100,0,0,0,Full Coverage,0,2336,1,0,0,50,Online,15,0,9,2,1,99,750,-50,Urban,100,0.021404109589041095,0.0
60,1,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2436,0,1,0,50,Agent,9,1,5,3,1,1,606,50,Urban,100,0.020525451559934318,0.020525451559934318
69,1,Single,0,>5 years,0,0,0,0,Liability-Only,-200,1950,0,0,0,0,Online,7,1,4,3,3,7,712,-50,Suburban,50,0.0,0.0
39,0,Widowed,0,<1 year,100,2,1,200,Full Coverage,0,2450,0,0,0,0,Online,28,1,7,0,2,6,712,-50,Suburban,50,0.0,0.08163265306122448
58,1,Single,0,1-5 years,50,0,0,0,Liability-Only,-200,2000,1,1,0,100,Online,28,1,4,1,3,7,696,50,Suburban,50,0.05,0.0
24,0,Single,0,>5 years,0,0,0,0,Full Coverage,0,2200,1,0,0,50,Agent,1,1,6,3,3,12,635,50,Suburban,50,0.022727272727272728,0.0
56,1,Married,86,>5 years,0,2,0,100,Liability-Only,-200,2136,0,0,1,50,Referral,24,1,5,2,2,12,692,50,Rural,0,0.023408239700374533,0.04681647940074907
55,1,Widowed,0,>5 years,0,0,0,0,Full Coverage,0,2250,0,0,0,0,Online,29,0,3,1,3,99,689,50,Suburban,50,0.0,0.0
52,0,Single,0,>5 years,0,0,0,0,Liability-Only,-200,1850,0,1,0,50,Referral,18,1,3,1,1,8,710,-50,Rural,0,0.02702702702702703,0.0
39,0,Divorced,0,1-5 years,50,0,0,0,Liability-Only,-200,1950,0,1,0,50,Agent,27,1,6,1,2,2,744,-50,Suburban,50,0.02564102564102564,0.0
18,0,Married,86,<1 year,100,0,0,0,Liability-Only,-200,2186,0,0,0,0,Online,21,1,7,2,3,7,714,-50,Urban,100,0.0,0.0
30,0,Single,0,>5 years,0,1,0,50,Full Coverage,0,2350,0,0,0,0,Online,22,1,5,3,3,13,692,50,Urban,100,0.0,0.02127659574468085
30,0,Single,0,1-5 years,50,0,2,0,Full Coverage,0,2100,1,0,0,50,Online,10,0,5,3,1,99,743,-50,Rural,0,0.023809523809523808,0.0
25,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2186,0,0,0,0,Agent,23,1,5,1,1,5,637,50,Suburban,50,0.0,0.0
41,0,Single,0,1-5 years,50,0,1,0,Liability-Only,-200,2150,0,0,0,0,Online,30,0,7,4,1,99,676,50,Urban,100,0.0,0.0
33,0,Widowed,0,1-5 years,50,0,0,0,Liability-Only,-200,2000,1,0,0,50,Online,23,0,2,2,3,99,725,-50,Urban,100,0.025,0.0
27,0,Married,86,1-5 years,50,1,1,100,Liability-Only,-200,2286,1,0,0,50,Referral,17,0,6,0,1,99,670,50,Urban,100,0.021872265966754154,0.04374453193350831
24,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2186,0,1,0,50,Agent,5,1,4,3,3,11,749,-50,Rural,0,0.022872827081427266,0.0
29,0,Single,0,1-5 years,50,0,2,0,Full Coverage,0,2200,0,1,0,50,Agent,14,1,9,0,1,3,760,-50,Urban,100,0.022727272727272728,0.0
56,1,Married,86,1-5 years,50,0,2,0,Liability-Only,-200,2086,0,1,0,50,Agent,13,1,7,4,1,12,764,-50,Urban,100,0.023969319271332695,0.0
30,0,Single,0,<1 year,100,1,2,200,Liability-Only,-200,2250,1,0,0,50,Agent,8,0,4,3,2,99,795,-50,Urban,100,0.022222222222222223,0.08888888888888889
32,0,Single,0,>5 years,0,0,1,0,Liability-Only,-200,2000,0,1,0,50,Online,5,1,5,0,2,4,678,50,Suburban,50,0.025,0.0
33,0,Married,86,<1 year,100,1,0,50,Full Coverage,0,2486,0,1,0,50,Online,12,1,5,4,2,14,669,50,Urban,100,0.02011263073209976,0.02011263073209976
45,0,Divorced,0,<1 year,100,0,0,0,Full Coverage,0,2250,0,1,0,50,Referral,12,0,7,1,3,99,716,-50,Urban,100,0.022222222222222223,0.0
46,0,Single,0,1-5 years,50,0,2,0,Full Coverage,0,2350,0,0,0,0,Referral,13,0,4,7,3,99,700,50,Urban,100,0.0,0.0
18,0,Single,0,1-5 years,50,2,0,100,Full Coverage,0,2450,0,0,0,0,Referral,30,1,4,1,2,4,657,50,Urban,100,0.0,0.04081632653061224
55,1,Single,0,<1 year,100,1,0,50,Liability-Only,-200,2100,0,0,0,0,Referral,20,0,7,1,1,99,706,-50,Suburban,50,0.0,0.023809523809523808
61,1,Divorced,0,1-5 years,50,0,0,0,Full Coverage,0,2150,0,1,1,100,Online,24,1,5,1,1,9,616,50,Rural,0,0.046511627906976744,0.0
24,0,Married,86,>5 years,0,1,0,50,Liability-Only,-200,2236,0,0,0,0,Online,16,1,4,5,2,10,645,50,Urban,100,0.0,0.022361359570661897
25,0,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2386,1,0,0,50,Referral,27,0,5,2,3,99,678,50,Suburban,50,0.020955574182732608,0.020955574182732608
33,0,Married,86,1-5 years,50,0,2,0,Liability-Only,-200,2236,0,0,0,0,Online,20,0,10,5,3,99,656,50,Urban,100,0.0,0.0
28,0,Married,86,<1 year,100,0,1,0,Liability-Only,-200,2036,0,1,0,50,Agent,4,1,5,1,3,2,743,-50,Rural,0,0.02455795677799607,0.0
43,0,Divorced,0,1-5 years,50,0,0,0,Full Coverage,0,2300,0,1,0,50,Agent,25,1,5,2,1,14,593,50,Urban,100,0.021739130434782608,0.0
18,0,Married,86,<1 year,100,0,0,0,Liability-Only,-200,2186,0,0,0,0,Online,3,0,3,4,1,99,685,50,Rural,0,0.0,0.0
23,0,Divorced,0,1-5 years,50,0,0,0,Liability-Only,-200,2050,0,0,0,0,Agent,25,0,8,0,3,99,741,-50,Urban,100,0.0,0.0
63,1,Married,86,>5 years,0,1,0,50,Liability-Only,-200,2086,1,0,0,50,Agent,28,1,9,3,1,13,742,-50,Urban,100,0.023969319271332695,0.023969319271332695
26,0,Married,86,1-5 years,50,0,1,0,Full Coverage,0,2336,0,1,0,50,Online,23,1,7,2,2,1,623,50,Suburban,50,0.021404109589041095,0.0
58,1,Divorced,0,>5 years,0,0,0,0,Full Coverage,0,2300,0,0,0,0,Agent,30,0,8,2,3,99,618,50,Urban,100,0.0,0.0
45,0,Married,86,>5 years,0,0,0,0,Liability-Only,-200,1986,0,0,0,0,Online,26,1,2,2,3,11,731,-50,Rural,0,0.0,0.0
18,0,Single,0,1-5 years,50,1,0,50,Liability-Only,-200,2050,0,0,0,0,Online,21,0,4,2,1,99,721,-50,Suburban,50,0.0,0.024390243902439025
49,0,Married,86,>5 years,0,2,0,100,Full Coverage,0,2386,1,1,0,100,Referral,1,0,4,6,1,99,640,50,Urban,100,0.041911148365465216,0.041911148365465216
38,0,Widowed,0,1-5 years,50,2,0,100,Full Coverage,0,2350,0,0,0,0,Agent,29,1,5,3,3,3,701,-50,Urban,100,0.0,0.0425531914893617
33,0,Single,0,>5 years,0,0,0,0,Full Coverage,0,2150,0,1,0,50,Online,27,1,5,3,2,12,836,-50,Urban,100,0.023255813953488372,0.0
43,0,Single,0,1-5 years,50,0,1,0,Full Coverage,0,2250,0,0,0,0,Agent,20,1,10,5,3,9,701,-50,Urban,100,0.0,0.0
47,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2186,0,0,0,0,Agent,12,1,2,0,3,3,789,-50,Rural,0,0.0,0.0
50,0,Married,86,<1 year,100,0,0,0,Liability-Only,-200,2136,1,0,0,50,Online,28,1,5,3,2,9,733,-50,Urban,100,0.023408239700374533,0.0
57,1,Widowed,0,1-5 years,50,2,1,200,Full Coverage,0,2350,1,0,0,50,Online,22,1,3,2,2,5,735,-50,Suburban,50,0.02127659574468085,0.0851063829787234
46,0,Divorced,0,>5 years,0,2,1,200,Full Coverage,0,2350,0,0,0,0,Online,11,0,4,1,3,99,743,-50,Suburban,50,0.0,0.0851063829787234
19,0,Married,86,<1 year,100,1,1,100,Full Coverage,0,2436,1,1,0,100,Agent,1,1,5,0,2,10,597,50,Suburban,50,0.041050903119868636,0.041050903119868636
32,0,Married,86,1-5 years,50,0,1,0,Full Coverage,0,2236,0,0,0,0,Agent,5,1,13,3,3,3,775,-50,Rural,0,0.0,0.0
84,1,Married,86,>5 years,0,2,0,100,Full Coverage,0,2336,1,1,0,100,Referral,15,1,3,6,3,2,651,50,Suburban,50,0.04280821917808219,0.04280821917808219
50,0,Married,86,1-5 years,50,0,2,0,Full Coverage,0,2336,0,0,0,0,Agent,9,1,7,2,2,2,797,-50,Urban,100,0.0,0.0
75,1,Single,0,1-5 years,50,1,0,50,Liability-Only,-200,1950,0,1,0,50,Online,13,1,9,5,3,5,707,-50,Rural,0,0.02564102564102564,0.02564102564102564
60,1,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2036,0,1,0,50,Online,22,0,4,4,3,99,727,-50,Suburban,50,0.02455795677799607,0.0
43,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2386,0,0,0,0,Agent,14,1,7,5,2,7,658,50,Suburban,50,0.0,0.0
44,0,Single,0,<1 year,100,0,2,0,Liability-Only,-200,1950,0,1,0,50,Agent,13,1,5,1,3,13,735,-50,Rural,0,0.02564102564102564,0.0
39,0,Married,86,<1 year,100,0,0,0,Full Coverage,0,2386,0,0,1,50,Online,20,1,6,4,2,13,657,50,Suburban,50,0.020955574182732608,0.0
18,0,Single,0,<1 year,100,1,0,50,Liability-Only,-200,2150,0,0,0,0,Referral,10,0,7,2,1,99,727,-50,Urban,100,0.0,0.023255813953488372
40,0,Widowed,0,1-5 years,50,1,0,50,Liability-Only,-200,2100,0,0,0,0,Agent,23,1,4,3,3,4,701,-50,Urban,100,0.0,0.023809523809523808
58,1,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2086,0,1,0,50,Agent,20,1,4,1,2,7,767,-50,Urban,100,0.023969319271332695,0.0
31,0,Single,0,>5 years,0,0,0,0,Full Coverage,0,2300,0,0,0,0,Agent,29,1,7,1,3,14,617,50,Urban,100,0.0,0.0
46,0,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2236,1,0,0,50,Online,19,0,4,2,3,99,705,-50,Rural,0,0.022361359570661897,0.022361359570661897
52,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2236,0,0,0,0,Online,3,1,8,3,1,2,725,-50,Suburban,50,0.0,0.0
26,0,Married,86,<1 year,100,0,1,0,Liability-Only,-200,2186,0,0,0,0,Agent,28,1,10,2,1,4,649,50,Rural,0,0.0,0.0
33,0,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2436,0,0,0,0,Online,9,0,7,2,3,99,661,50,Suburban,50,0.0,0.020525451559934318
24,0,Married,86,1-5 years,50,0,1,0,Full Coverage,0,2336,0,0,0,0,Online,8,1,8,2,1,13,779,-50,Urban,100,0.0,0.0
27,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2286,0,0,0,0,Online,21,1,2,1,2,11,733,-50,Urban,100,0.0,0.0
20,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2150,0,0,1,50,Online,3,1,2,2,1,1,726,-50,Suburban,50,0.023255813953488372,0.0
26,0,Single,0,>5 years,0,0,1,0,Liability-Only,-200,2000,0,0,0,0,Agent,13,1,4,2,2,14,738,-50,Urban,100,0.0,0.0
61,1,Widowed,0,<1 year,100,0,1,0,Full Coverage,0,2300,0,0,0,0,Online,10,1,5,1,2,3,711,-50,Urban,100,0.0,0.0
26,0,Single,0,>5 years,0,0,0,0,Full Coverage,0,2100,0,0,0,0,Agent,24,1,10,4,3,12,712,-50,Rural,0,0.0,0.0
41,0,Married,86,1-5 years,50,0,1,0,Full Coverage,0,2286,0,1,0,50,Online,12,0,6,0,2,99,664,50,Rural,0,0.021872265966754154,0.0
32,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2286,1,0,0,50,Agent,4,0,5,5,2,99,663,50,Suburban,50,0.021872265966754154,0.0
57,1,Married,86,1-5 years,50,1,0,50,Liability-Only,-200,2186,0,0,1,50,Online,19,1,2,3,2,12,676,50,Suburban,50,0.022872827081427266,0.022872827081427266
59,1,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2136,0,1,1,100,Online,16,0,4,4,3,99,687,50,Urban,100,0.04681647940074907,0.0
52,0,Single,0,<1 year,100,0,0,0,Full Coverage,0,2400,0,0,0,0,Online,5,1,6,0,1,1,646,50,Urban,100,0.0,0.0
44,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2250,0,0,0,0,Online,28,0,8,3,2,99,704,-50,Urban,100,0.0,0.0
36,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2336,0,0,0,0,Referral,9,1,7,2,3,3,704,-50,Urban,100,0.0,0.0
22,0,Married,86,<1 year,100,0,0,0,Liability-Only,-200,2136,0,1,0,50,Online,22,1,5,1,3,2,637,50,Rural,0,0.023408239700374533,0.0
69,1,Married,86,<1 year,100,2,1,200,Liability-Only,-200,2336,1,0,1,100,Online,7,0,5,3,3,99,667,50,Suburban,50,0.04280821917808219,0.08561643835616438
28,0,Married,86,>5 years,0,0,0,0,Liability-Only,-200,2186,0,0,0,0,Agent,14,1,8,0,1,7,671,50,Urban,100,0.0,0.0
49,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2236,0,0,0,0,Online,15,0,6,0,1,99,750,-50,Rural,0,0.0,0.0
55,1,Single,0,>5 years,0,0,2,0,Liability-Only,-200,1900,0,0,1,50,Agent,10,1,3,4,1,1,753,-50,Suburban,50,0.02631578947368421,0.0
31,0,Married,86,>5 years,0,1,0,50,Liability-Only,-200,2086,1,0,0,50,Agent,22,0,3,1,2,99,753,-50,Urban,100,0.023969319271332695,0.023969319271332695
55,1,Single,0,>5 years,0,1,0,50,Full Coverage,0,2250,0,0,0,0,Online,19,1,3,1,3,7,801,-50,Urban,100,0.0,0.022222222222222223
51,0,Married,86,>5 years,0,0,1,0,Full Coverage,0,2286,0,0,0,0,Online,27,1,5,2,1,7,700,50,Rural,0,0.0,0.0
65,1,Married,86,>5 years,0,0,0,0,Full Coverage,0,2336,1,0,0,50,Agent,19,1,3,3,3,1,674,50,Urban,100,0.021404109589041095,0.0
32,0,Divorced,0,1-5 years,50,0,0,0,Liability-Only,-200,2050,0,1,0,50,Agent,18,1,4,3,3,7,556,50,Suburban,50,0.024390243902439025,0.0
20,0,Single,0,<1 year,100,0,0,0,Liability-Only,-200,2200,0,0,0,0,Online,10,0,3,3,1,99,619,50,Urban,100,0.0,0.0
32,0,Married,86,1-5 years,50,0,1,0,Liability-Only,-200,2136,0,0,0,0,Agent,17,1,1,3,2,4,722,-50,Urban,100,0.0,0.0
43,0,Divorced,0,1-5 years,50,0,1,0,Full Coverage,0,2250,1,0,0,50,Online,30,1,11,3,3,7,698,50,Suburban,50,0.022222222222222223,0.0
40,0,Married,86,<1 year,100,1,0,50,Liability-Only,-200,2136,1,0,1,100,Agent,12,1,12,1,3,2,695,50,Rural,0,0.04681647940074907,0.023408239700374533
34,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2186,0,0,0,0,Online,9,1,8,3,3,9,672,50,Suburban,50,0.0,0.0
18,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2250,0,0,0,0,Online,12,1,9,0,2,8,783,-50,Urban,100,0.0,0.0
47,0,Single,0,>5 years,0,1,0,50,Full Coverage,0,2150,0,0,0,0,Online,29,0,4,1,2,99,707,-50,Rural,0,0.0,0.023255813953488372
69,1,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2286,0,1,0,50,Online,18,0,2,1,2,99,727,-50,Suburban,50,0.021872265966754154,0.021872265966754154
46,0,Married,86,1-5 years,50,1,1,100,Full Coverage,0,2286,0,1,0,50,Online,20,0,7,1,2,99,705,-50,Rural,0,0.021872265966754154,0.04374453193350831
49,0,Divorced,0,1-5 years,50,0,2,0,Liability-Only,-200,2050,0,0,0,0,Online,28,1,2,2,1,8,784,-50,Urban,100,0.0,0.0
48,0,Married,86,1-5 years,50,2,0,100,Liability-Only,-200,2136,0,0,0,0,Online,19,1,10,3,2,13,743,-50,Rural,0,0.0,0.04681647940074907
45,0,Married,86,>5 years,0,0,2,0,Full Coverage,0,2386,0,0,0,0,Agent,20,1,6,4,1,4,684,50,Urban,100,0.0,0.0
53,0,Single,0,<1 year,100,0,0,0,Full Coverage,0,2250,0,0,0,0,Agent,20,0,6,1,2,99,711,-50,Suburban,50,0.0,0.0
45,0,Widowed,0,1-5 years,50,0,1,0,Full Coverage,0,2200,0,0,1,50,Online,30,1,3,3,2,4,724,-50,Urban,100,0.022727272727272728,0.0
35,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2336,0,0,0,0,Agent,10,1,3,3,2,5,780,-50,Urban,100,0.0,0.0
28,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2100,1,0,0,50,Online,5,0,1,0,1,99,722,-50,Rural,0,0.023809523809523808,0.0
36,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2150,0,0,0,0,Online,1,1,6,2,2,1,707,-50,Rural,0,0.0,0.0
